#Name,Accession,Start,Stop,Strand,GeneID,Locus,Locus tag,Protein product,Length,Protein Name
"chromosome","NC_000964.3",3559632,3559952,"-",936515,"yvdC","BSU_34650","NP_391345.1",106,"putative pyrophosphohydrolase"
"chromosome","NC_000964.3",3559979,3561571,"-",937217,"yvdB","BSU_34660","NP_391346.1",530,"putative anion transporter"
"chromosome","NC_000964.3",3561590,3562183,"-",937999,"yvdA","BSU_34670","NP_391347.1",197,"putative carbonic anhydrase"
"chromosome","NC_000964.3",3562566,3563543,"-",936519,"yvcT","BSU_34680","NP_391348.1",325,"putative 2-ketogluconate reductase; hydroxypyruvate / glyoxylate reductase"
"chromosome","NC_000964.3",3563581,3565521,"-",938473,"psdB","BSU_34690","NP_391349.1",646,"lantibiotic ABC transporter (permease)"
"chromosome","NC_000964.3",3565496,3566275,"-",936524,"psdA","BSU_34700","NP_391350.1",259,"lantibiotic ABC transporter (ATP-binding protein)"
"chromosome","NC_000964.3",3566358,3567428,"-",938024,"psdS","BSU_34710","NP_391351.1",356,"two-component sensor histidine kinase"
"chromosome","NC_000964.3",3567422,3568135,"-",936531,"psdR","BSU_34720","NP_391352.1",237,"two-component response regulator"
"chromosome","NC_000964.3",3568282,3568491,"-",8303070,"yvzJ","BSU_34729","YP_003097790.1",69,"putative lipoprotein"
"chromosome","NC_000964.3",3568527,3569291,"-",936525,"yvcN","BSU_34730","NP_391353.1",254,"putative arylamine N-acetyltransferase"
"chromosome","NC_000964.3",3569292,3569549,"-",938474,"crh","BSU_34740","NP_391354.1",85,"catabolite repression HPr-like protein"
"chromosome","NC_000964.3",3569573,3570523,"-",936540,"whiA","BSU_34750","NP_391355.1",316,"putative morphogen"
"chromosome","NC_000964.3",3570546,3571499,"-",936527,"mgfK","BSU_34760","NP_391356.2",317,"gluconeogenesis morphogenetic factor (UDP-sugar binding)"
"chromosome","NC_000964.3",3571501,3572388,"-",936532,"yvcJ","BSU_34770","NP_391357.1",295,"GTPase possibly involved in regulator sRNA degradation"
"chromosome","NC_000964.3",3572413,3572889,"-",936528,"yvcI","BSU_34780","NP_391358.1",158,"putative triphosphate pyrophosphate hydrolase"
"chromosome","NC_000964.3",3573207,3574157,"-",936549,"trxB","BSU_34790","NP_391359.1",316,"thioredoxin reductase"
"chromosome","NC_000964.3",3574363,3575784,"-",936533,"cwlO","BSU_34800","NP_391360.1",473,"secreted cell wall DL-endopeptidase"
"chromosome","NC_000964.3",3576165,3577619,"-",936542,"yvcD","BSU_34810","NP_391361.1",484,"conserved protein of unknown function"
"chromosome","NC_000964.3",3577745,3579514,"-",936559,"bmrA","BSU_34820","NP_391362.1",589,"efflux transporter (ATP-binding and permease protein)"
"chromosome","NC_000964.3",3579679,3580038,"-",936541,"yvzA","BSU_34830","NP_391363.1",119,"conserved protein of unknown function"
"chromosome","NC_000964.3",3580053,3581963,"-",936563,"yvcB","BSU_34840","NP_391364.1",636,"conserved protein of unknown function"
"chromosome","NC_000964.3",3581965,3582690,"-",936576,"yvcA","BSU_34850","NP_391365.1",241,"putative lipoprotein"
"chromosome","NC_000964.3",3582936,3583565,"-",936552,"hisIE","BSU_34860","NP_391366.1",209,"bifunctional phosphoribosyl-AMP cyclohydrolase; phosphoribosyl-ATP pyrophosphohydrolase"
"chromosome","NC_000964.3",3583562,3584320,"-",936554,"hisF","BSU_34870","NP_391367.1",252,"imidazole glycerol phosphate synthase subunit"
"chromosome","NC_000964.3",3584317,3585054,"-",936580,"hisA","BSU_34880","NP_391368.1",245,"phosphoribosylformimino-5-aminoimidazole carboxamide ribotide isomerase"
"chromosome","NC_000964.3",3585051,3585689,"-",936590,"hisH","BSU_34890","NP_391369.1",212,"imidazole glycerol phosphate synthase, glutamine amidotransferase subunit"
"chromosome","NC_000964.3",3585690,3586274,"-",936560,"hisB","BSU_34900","NP_391370.1",194,"imidazoleglycerol-phosphate dehydratase"
"chromosome","NC_000964.3",3586271,3587554,"-",936584,"hisD","BSU_34910","NP_391371.1",427,"histidinol dehydrogenase"
"chromosome","NC_000964.3",3587551,3588192,"-",936568,"hisG","BSU_34920","NP_391372.1",213,"ATP phosphoribosyltransferase"
"chromosome","NC_000964.3",3588185,3589360,"-",936602,"hisZ","BSU_34930","NP_391373.1",391,"histidyl-tRNA synthetase-like subunit of ATP phophoribosyltransferase"
"chromosome","NC_000964.3",3589611,3590363,"-",936591,"yvpB","BSU_34940","NP_391374.1",250,"putative hydratase"
"chromosome","NC_000964.3",3590603,3591268,"-",936594,"pelC","BSU_34950","NP_391375.1",221,"secreted pectate (polygalacturonate) lyase"
"chromosome","NC_000964.3",3591288,3591806,"-",936620,"hprF","BSU_34960","NP_391376.1",172,"dephosphorylated heptaprenylglyceryl phosphate O-acetyltransferase"
"chromosome","NC_000964.3",3591810,3592460,"-",936613,"ppaX","BSU_34970","NP_391377.1",216,"Hpr-associated pyrophosphatase"
"chromosome","NC_000964.3",3592457,3593395,"-",936603,"yvoD","BSU_34980","NP_391378.1",312,"putative integral inner membrane protein with nucleotide binding domain"
"chromosome","NC_000964.3",3593419,3594228,"-",936609,"lgt","BSU_34990","NP_391379.1",269,"prelipoprotein diacylglycerol transferase"
"chromosome","NC_000964.3",3594242,3595174,"-",936615,"hprK","BSU_35000","NP_391380.1",310,"serine/threonine protein kinase/phosphorylase (pyrophosphate-producing)"
"chromosome","NC_000964.3",3595356,3596546,"-",936621,"nagA","BSU_35010","NP_391381.1",396,"N-acetylglucosamine-6-phosphate deacetylase"
"chromosome","NC_000964.3",3596543,3597271,"-",936619,"nagBA","BSU_35020","NP_391382.1",242,"glucosamine-6-phosphate isomerase"
"chromosome","NC_000964.3",3597289,3598020,"-",936626,"nagR","BSU_35030","NP_391383.1",243,"transcriptional regulator (GntR family)"
"chromosome","NC_000964.3",3598040,3601909,"-",936623,"yvnB","BSU_35040","NP_391384.1",1289,"putative exported hydrolase"
"chromosome","NC_000964.3",3602074,3602547,"-",936639,"yvnA","BSU_35050","NP_391385.1",157,"putative transcriptional regulator"
"chromosome","NC_000964.3",3602588,3603805,"-",936624,"cypX","BSU_35060","NP_391386.1",405,"cyclo-L-leucyl-L-leucyl dipeptide oxidase, pulcheriminic synthase"
"chromosome","NC_000964.3",3603821,3604567,"-",936633,"pchC","BSU_35070","NP_391387.1",248,"cyclodipeptide synthase (tRNA-dependent), pulcherimminic acid precursor"
"chromosome","NC_000964.3",3604993,3605502,"-",936625,"pchR","BSU_35080","NP_391388.1",169,"transcriptional regulator for pulcherriminic acid synthesis"
"chromosome","NC_000964.3",3605523,3606734,"-",936643,"pchE","BSU_35090","NP_391389.1",403,"pulcherriminic acid efflux transporter"
"chromosome","NC_000964.3",3606762,3607121,"-",936638,"yvlD","BSU_35100","NP_391390.1",119,"putative integral phage holin-like membrane protein"
"chromosome","NC_000964.3",3607123,3607320,"-",936642,"yvlC","BSU_35110","NP_391391.1",65,"membrane associated phage-like stress regulator, nisin resistance"
"chromosome","NC_000964.3",3607325,3608422,"-",936656,"yvlB","BSU_35120","NP_391392.1",365,"conserved protein of unknown function, stress-related"
"chromosome","NC_000964.3",3608447,3608773,"-",936640,"yvlA","BSU_35130","NP_391393.1",108,"conserved protein of unknown function"
"chromosome","NC_000964.3",3608991,3609221,"-",936649,"yvkN","BSU_35140","NP_391394.1",76,"conserved protein of unknown function"
"chromosome","NC_000964.3",3610064,3612937,"-",936646,"uvrA","BSU_35160","NP_391396.1",957,"excinuclease ABC (subunit A)"
"chromosome","NC_000964.3",3612945,3614930,"-",936663,"uvrB","BSU_35170","NP_391397.1",661,"excinuclease ABC (subunit B)"
"chromosome","NC_000964.3",3615116,3615346,"-",936675,"csbA","BSU_35180","NP_391398.1",76,"conserved membrane protein of unknown function"
"chromosome","NC_000964.3",3615793,3618288,"-",936657,"yvkC","BSU_35190","NP_391399.1",831,"putative phosphotransferase"
"chromosome","NC_000964.3",3618364,3618933,"-",936683,"yvkB","BSU_35200","NP_391400.1",189,"putative transcriptional regulator (TetR/AcrR family)"
"chromosome","NC_000964.3",3618964,3620298,"-",938566,"yvkA","BSU_35210","NP_391401.1",444,"putative efflux transporter"
"chromosome","NC_000964.3",3620346,3621539,"-",936668,"minJ","BSU_35220","NP_391402.1",397,"topological determinant of cell division"
"chromosome","NC_000964.3",3622356,3623798,"-",936678,"ctpB","BSU_35240","NP_391404.1",480,"PDZ-containing carboxyl-terminal protease processing protease"
"chromosome","NC_000964.3",3623938,3624828,"-",936708,"ftsX","BSU_35250","NP_391405.1",296,"cell-division ABC transporter"
"chromosome","NC_000964.3",3624821,3625507,"-",936681,"ftsE","BSU_35260","NP_391406.1",228,"cell-division signal transducer (ATP-binding protein)"
"chromosome","NC_000964.3",3625741,3626079,"-",936703,"cccB","BSU_35270","NP_391407.1",112,"cytochrome c551"
"chromosome","NC_000964.3",3626128,3627012,"-",938534,"yvjA","BSU_35280","NP_391408.2",294,"putative integral inner membrane protein"
"chromosome","NC_000964.3",3627139,3628240,"-",936692,"prfB","BSU_35290","NP_391409.1",366,"peptide chain release factor 2"
"chromosome","NC_000964.3",3628310,3630835,"-",936711,"secA","BSU_35300","NP_391410.1",841,"translocase binding subunit (ATPase)"
"chromosome","NC_000964.3",3631003,3631572,"-",936715,"hpf","BSU_35310","NP_391411.1",189,"ribosome-associated sigma 54 modulation protein; ribosome dimerisation factor"
"chromosome","NC_000964.3",3631763,3632140,"-",8303029,"yvzG","BSU_35319","YP_003097791.1",125,"conserved protein of unknown function"
"chromosome","NC_000964.3",3632150,3632491,"-",936718,"fliT","BSU_35320","NP_391412.1",113,"flagellar assembly protein FliT involved in control of flagella expression"
"chromosome","NC_000964.3",3632488,3632889,"-",936720,"fliS","BSU_35330","NP_391413.1",133,"flagellar assembly protein FliS"
"chromosome","NC_000964.3",3632911,3634407,"-",936728,"fliD","BSU_35340","NP_391414.1",498,"flagellar hook-associated capping protein 2 (HAP2)"
"chromosome","NC_000964.3",3634425,3634754,"-",936737,"yvyC","BSU_35350","NP_391415.1",109,"putative flagellar protein of unknown function"
"chromosome","NC_000964.3",3634987,3635901,"-",936742,"hag","BSU_35360","NP_391416.1",304,"flagellin protein"
"chromosome","NC_000964.3",3636046,3636270,"-",936731,"csrA","BSU_35370","NP_391417.1",74,"carbon storage regulator"
"chromosome","NC_000964.3",3636264,3636695,"-",936732,"fliW","BSU_35380","NP_391418.1",143,"assembly factor of the flagellum"
"chromosome","NC_000964.3",3636716,3637291,"-",936735,"yviE","BSU_35390","NP_391419.1",191,"conserved protein of unknown function"
"chromosome","NC_000964.3",3637338,3638234,"-",936738,"flgL","BSU_35400","NP_391420.1",298,"flagellar hook-filament junction protein"
"chromosome","NC_000964.3",3638245,3639768,"-",936736,"flgK","BSU_35410","NP_391421.1",507,"flagellar hook-filament junction"
"chromosome","NC_000964.3",3639787,3640269,"-",936745,"flgN","BSU_35420","NP_391422.1",160,"factor required for flagellar based motility"
"chromosome","NC_000964.3",3640285,3640551,"-",936739,"flgM","BSU_35430","NP_391423.1",88,"anti-sigma factor repressor of sigma(D)-dependent transcription"
"chromosome","NC_000964.3",3640632,3641051,"-",936743,"yvyF","BSU_35440","NP_391424.1",139,"putative transcriptional regulator of flagella formation"
"chromosome","NC_000964.3",3641125,3641847,"-",936747,"comFC","BSU_35450","NP_391425.2",240,"component of the DNA transport apparatus"
"chromosome","NC_000964.3",3641811,3642107,"-",936749,"comFB","BSU_35460","NP_391426.1",98,"regulator of competence, pole located"
"chromosome","NC_000964.3",3642167,3643558,"-",938537,"comFA","BSU_35470","NP_391427.1",463,"ATP-dependent helicase competence protein"
"chromosome","NC_000964.3",3643664,3644509,"-",936763,"fakBA","BSU_35480","NP_391428.1",281,"fatty acid kinase fatty acid binding subunit A"
"chromosome","NC_000964.3",3644607,3645296,"-",936751,"degU","BSU_35490","NP_391429.1",229,"two-component response regulator"
"chromosome","NC_000964.3",3645379,3646536,"-",936752,"degS","BSU_35500","NP_391430.1",385,"two-component sensor histidine kinase"
"chromosome","NC_000964.3",3646753,3647406,"-",936754,"yvyE","BSU_35510","NP_391431.1",217,"putative translation regulator"
"chromosome","NC_000964.3",3647406,3648581,"-",936761,"tagV","BSU_35520","NP_391432.1",391,"teichoic acid-peptidoglycan tethering enzyme (LCP component) with transcription regulator domain"
"chromosome","NC_000964.3",3648654,3649730,"-",936757,"tagO","BSU_35530","NP_391433.1",358,"UDP-N-acetylglucosamine:undecaprenyl-P N-acetylglucosaminyl-1-P transferase"
"chromosome","NC_000964.3",3649875,3651068,"-",938535,"tuaH","BSU_35540","NP_391434.1",397,"putative glycosyltransferase (teichuronic acid)"
"chromosome","NC_000964.3",3651097,3651855,"-",937965,"tuaG","BSU_35550","NP_391435.1",252,"putative glycosyltransferase (teichuronic acid)"
"chromosome","NC_000964.3",3651879,3652559,"-",936768,"tuaF","BSU_35560","NP_391436.1",226,"putative hydrolase involved in teichuronic acid synthesis"
"chromosome","NC_000964.3",3652588,3654054,"-",936765,"tuaE","BSU_35570","NP_391437.1",488,"putative polymerase of teichuronic acid repeating units"
"chromosome","NC_000964.3",3654139,3655524,"-",936766,"tuaD","BSU_35580","NP_391438.1",461,"UDP-glucose 6-dehydrogenase (teichuronic acid)"
"chromosome","NC_000964.3",3655586,3656755,"-",936771,"tuaC","BSU_35590","NP_391439.1",389,"putative glycosyltransferase (teichuronic acid)"
"chromosome","NC_000964.3",3656752,3658203,"-",936770,"tuaB","BSU_35600","NP_391440.1",483,"putative exporter involved in biosynthesis of teichuronic acid"
"chromosome","NC_000964.3",3659119,3660609,"-",936777,"lytC","BSU_35620","NP_391442.1",496,"N-acetylmuramoyl-L-alanine amidase (major autolysin)"
"chromosome","NC_000964.3",3660648,3662765,"-",936795,"lytB","BSU_35630","NP_391443.1",705,"modifier of major autolysin amidase LytC"
"chromosome","NC_000964.3",3662789,3663097,"-",936784,"lytA","BSU_35640","NP_391444.1",102,"membrane bound lipoprotein"
"chromosome","NC_000964.3",3663281,3664201,"-",936787,"tagU","BSU_35650","NP_391445.1",306,"teichoic acid-peptidoglycan tethering enzyme (LCP component) with transcription regulator domain of major autolysin expression"
"chromosome","NC_000964.3",3664241,3665383,"-",936209,"mnaA","BSU_35660","NP_391446.1",380,"UDP-N-acetylmannosamine 2-epimerase"
"chromosome","NC_000964.3",3665629,3666507,"-",936797,"gtaB","BSU_35670","NP_391447.1",292,"UTP-glucose-1-phosphate uridylyltransferase"
"chromosome","NC_000964.3",3666841,3667059,"-",37862961,,"BSU_35678","YP_009514004.1",72,"hypothetical protein BSU_35678"
"chromosome","NC_000964.3",3667209,3669911,"-",936775,"ggaB","BSU_35680","NP_391448.1",900,"poly(glucosyl N-acetylgalactosamine 1-phosphate) glucosyltransferase"
"chromosome","NC_000964.3",3673564,3675147,"-",936513,"tagH","BSU_35700","NP_391451.1",527,"ATP-binding teichoic acid precursor transporter component"
"chromosome","NC_000964.3",3675167,3675994,"-",936794,"tagG","BSU_35710","NP_391452.1",275,"teichoic acid precursors permease"
"chromosome","NC_000964.3",3676159,3678399,"-",936803,"tagF","BSU_35720","NP_391453.1",746,"CDP-glycerol:polyglycerol phosphate glycero-phosphotransferase (poly(glycerol phosphate) polymerase)"
"chromosome","NC_000964.3",3678399,3680420,"-",936804,"tagE","BSU_35730","NP_391454.1",673,"UDP-glucose:polyglycerol phosphate alpha-glucosyltransferase"
"chromosome","NC_000964.3",3680581,3680970,"-",936809,"tagD","BSU_35740","NP_391455.1",129,"glycerol-3-phosphate cytidylyltransferase"
"chromosome","NC_000964.3",3681370,3682140,"-",936810,"tagA","BSU_35750","NP_391456.1",256,"N-acetylmannosamine (ManNAc) C4 hydroxyl of a membrane-anchored N-acetylglucosaminyl diphospholipid (GlcNAc-pp-undecaprenyl, lipid I) glycosyltransferase"
"chromosome","NC_000964.3",3682173,3683318,"-",936813,"tagB","BSU_35760","NP_391457.1",381,"teichoic acid primase, CDP-glycerol:N-acetyl-beta-d-mannosaminyl-1, 4-N-acetyl-d-glucosaminyldiphosphoundecaprenyl glycerophosphotransferase"
"chromosome","NC_000964.3",3683438,3684766,"-",936812,"tagC","BSU_35770","NP_391458.1",442,"putative polyglycerol phosphate assembly and export protein (teichoic acid biosynthesis)"
"chromosome","NC_000964.3",3684826,3687468,"-",936822,"lytD","BSU_35780","NP_391459.1",880,"exported N-acetylglucosaminidase (major autolysin) (CWBP90)"
"chromosome","NC_000964.3",3687597,3688547,"-",936815,"pmiA","BSU_35790","NP_391460.1",316,"mannose-6-phosphate isomerase (active on aldose substrates with hydroxyl groups oriented in the same direction at the C-2 and C-3 positions as in mannose)"
"chromosome","NC_000964.3",3688812,3690263,"-",936814,"gerBA","BSU_35800","NP_391461.2",483,"component of germinant receptor B"
"chromosome","NC_000964.3",3690269,3691375,"-",936827,"gerBB","BSU_35810","NP_391462.2",368,"component of germinant receptor B"
"chromosome","NC_000964.3",3691372,3692496,"-",936819,"gerBC","BSU_35820","NP_391463.1",374,"lipoprotein component of the germination receptor B"
"chromosome","NC_000964.3",3692533,3693906,"-",936832,"ywtG","BSU_35830","NP_391464.2",457,"putative carbohydrate/proton transporter"
"chromosome","NC_000964.3",3694239,3695207,"-",936823,"tagT","BSU_35840","NP_391465.2",322,"teichoic acid-peptidoglycan tethering enzyme (LCP component) with transcription regulator domain of capsule synthesis"
"chromosome","NC_000964.3",3695363,3696223,"-",936824,"ribZB","BSU_35850","NP_391466.1",286,"5-amino-6-ribitylamino-2,4(1H, 3H)-pyrimidinedione 5\\'-phosphate phosphatase (promiscuous activity)"
"chromosome","NC_000964.3",3696257,3697498,"-",936837,"pgdS","BSU_35860","NP_391467.1",413,"gamma-DD-glutamyl hydrolase (PGA depolymerase)"
"chromosome","NC_000964.3",3697639,3697806,"-",936828,"edmS","BSU_35870","NP_391468.1",55,"factor required extrachromosomal elements maintenance"
"chromosome","NC_000964.3",3697821,3698963,"-",936830,"capA","BSU_35880","NP_391469.1",380,"capsular polyglutamate synthetase (acid resistance)"
"chromosome","NC_000964.3",3698982,3699431,"-",936840,"capC","BSU_35890","NP_391470.1",149,"capsular polyglutamate amide ligase/translocase subunit"
"chromosome","NC_000964.3",3699446,3700627,"-",936833,"capB","BSU_35900","NP_391471.2",393,"capsular polyglutamate synthetase (ATP-dependent amide ligase)"
"chromosome","NC_000964.3",3701411,3702391,"-",936836,"rbsR","BSU_35910","NP_391472.1",326,"ribose operon repressor (LacI family, D-ribose)"
"chromosome","NC_000964.3",3702393,3703274,"-",936844,"rbsK","BSU_35920","NP_391473.1",293,"ribokinase"
"chromosome","NC_000964.3",3703271,3703666,"-",936846,"rbsD","BSU_35930","NP_391474.1",131,"D-ribose pyranase"
"chromosome","NC_000964.3",3703682,3705163,"-",936839,"rbsA","BSU_35940","NP_391475.1",493,"ribose ABC transporter (ATP-binding protein)"
"chromosome","NC_000964.3",3705165,3706133,"-",936841,"rbsC","BSU_35950","NP_391476.1",322,"ribose ABC transporter (permease)"
"chromosome","NC_000964.3",3706145,3707062,"-",936848,"rbsB","BSU_35960","NP_391477.1",305,"ribose ABC transporter (ribose-binding lipoprotein)"
"chromosome","NC_000964.3",3707144,3707680,"-",936850,"ywsB","BSU_35970","NP_391478.1",178,"putative cell wall binding enzyme"
"chromosome","NC_000964.3",3707836,3708132,"-",936847,"ywsA","BSU_35980","NP_391479.1",98,"conserved protein of unknown function"
"chromosome","NC_000964.3",3708172,3708699,"-",936853,"ywrO","BSU_35990","NP_391480.1",175,"nitroreductase (unknown substrate)"
"chromosome","NC_000964.3",3708799,3709566,"-",936857,"alsD","BSU_36000","NP_391481.1",255,"alpha-acetolactate decarboxylase"
"chromosome","NC_000964.3",3709628,3711340,"-",936852,"alsS","BSU_36010","NP_391482.2",570,"alpha-acetolactate synthase"
"chromosome","NC_000964.3",3711498,3712406,"-",936860,"alsR","BSU_36020","NP_391483.1",302,"transcriptional regulator controlling alsSD, ictEP expression (LysR family)"
"chromosome","NC_000964.3",3712617,3713945,"-",936864,"ywrK","BSU_36030","NP_391484.1",442,"putative Na+/H+ antiporter"
"chromosome","NC_000964.3",3714002,3714679,"-",936867,"ywrJ","BSU_36040","NP_391485.1",225,"conserved protein of unknown function"
"chromosome","NC_000964.3",3714739,3715881,"-",936870,"cotB","BSU_36050","NP_391486.1",380,"spore coat protein (outer)"
"chromosome","NC_000964.3",3716009,3717097,"-",936858,"cotH","BSU_36060","NP_391487.1",362,"spore coat protein kinase"
"chromosome","NC_000964.3",3717238,3717825,"-",936865,"cotG","BSU_36070","NP_391488.1",195,"spore morphogenetic protein"
"chromosome","NC_000964.3",3717326,3717805,"-",37862966,,"BSU_36079","YP_009514005.1",159,"doubtful CDS (putative in frame frameshift)"
"chromosome","NC_000964.3",3717999,3718616,"-",936871,"ywrF","BSU_36080","NP_391489.1",205,"putative flavin-binding monooxygenase"
"chromosome","NC_000964.3",3718794,3719129,"-",936874,"ywrE","BSU_36090","NP_391490.1",111,"conserved protein of unknown function"
"chromosome","NC_000964.3",3719134,3720711,"-",936884,"hpxW","BSU_36100","NP_391491.1",525,"oxamate amidohydrolase"
"chromosome","NC_000964.3",3720925,3721401,"-",936886,"chrS","BSU_36110","NP_391492.1",158,"transcriptional negative regulator of chromate transport (Lrp/AsnC family)"
"chromosome","NC_000964.3",3721415,3722008,"-",936876,"chrB","BSU_36120","NP_391493.1",197,"chromate transporter subunit N"
"chromosome","NC_000964.3",3722005,3722541,"-",936879,"chrA","BSU_36130","NP_391494.1",178,"chromate transporter subunit C"
"chromosome","NC_000964.3",3722568,3722789,"-",936881,"ywqO","BSU_36140","NP_391495.1",73,"conserved protein of unknown function"
"chromosome","NC_000964.3",3722786,3723331,"-",936882,"ywqN","BSU_36150","NP_391496.1",181,"putative oxidoreductase"
"chromosome","NC_000964.3",3723454,3724335,"-",936887,"ywqM","BSU_36160","NP_391497.1",293,"putative transcriptional regulator (LysR family)"
"chromosome","NC_000964.3",3724420,3725136,"-",936894,"nfi","BSU_36170","NP_391498.2",238,"endonuclease V"
"chromosome","NC_000964.3",3725146,3725610,"-",936888,"rttO","BSU_36180","NP_391499.1",154,"putative ribonuclease antitoxin"
"chromosome","NC_000964.3",3725600,3727408,"-",936885,"rttN","BSU_36190","NP_391500.1",602,"putative ribonuclease toxin"
"chromosome","NC_000964.3",3727427,3727687,"-",937912,"ywqI","BSU_36200","NP_391501.1",86,"conserved protein of unknown function"
"chromosome","NC_000964.3",3727697,3728119,"-",937905,"ywqH","BSU_36210","NP_391502.1",140,"conserved protein of unknown function"
"chromosome","NC_000964.3",3728336,3728461,"-",37862967,,"BSU_36215","YP_009514006.1",41,"hypothetical protein BSU_36215"
"chromosome","NC_000964.3",3728511,3729296,"-",937891,"ywqG","BSU_36220","NP_391503.1",261,"conserved protein of unknown function"
"chromosome","NC_000964.3",3729488,3730810,"-",936890,"uglF","BSU_36230","NP_391504.1",440,"UDP-glucose dehydrogenase"
"chromosome","NC_000964.3",3731005,3731769,"-",936893,"ptpZ","BSU_36240","NP_391505.1",254,"protein tyrosine-phosphatase"
"chromosome","NC_000964.3",3731822,3732535,"-",936896,"ptkA","BSU_36250","NP_391506.1",237,"maintenance protein tyrosine kinase involved in biofilm formation"
"chromosome","NC_000964.3",3732525,3733271,"-",936897,"tkmA","BSU_36260","NP_391507.1",248,"modulator of PtkA protein tyrosine kinase activity; modulation of biofilm formation"
"chromosome","NC_000964.3",3733505,3733648,"-",8303126,"ywzD","BSU_36269","YP_003097792.1",47,"conserved protein of unknown function"
"chromosome","NC_000964.3",3733852,3735462,"-",936903,"ywqB","BSU_36270","NP_391508.2",536,"putative replication initiation protein"
"chromosome","NC_000964.3",3735449,3738217,"-",936906,"hepA","BSU_36280","NP_391509.1",922,"ATPase involved in RNA remodelling DNA recombination and repair"
"chromosome","NC_000964.3",3738343,3739200,"-",936907,"ywpJ","BSU_36290","NP_391510.1",285,"phosphatase of unidentified specificity (possibly promiscuous)"
"chromosome","NC_000964.3",3739206,3739982,"-",936908,"glcR","BSU_36300","NP_391511.1",258,"transcriptional regulator (glucose repression of catabolic operons)"
"chromosome","NC_000964.3",3740206,3740547,"-",936910,"ssbB","BSU_36310","NP_391512.2",113,"single-strand DNA-binding protein"
"chromosome","NC_000964.3",3740624,3741007,"-",936912,"ywpG","BSU_36320","NP_391513.1",127,"interaction partner of DynA"
"chromosome","NC_000964.3",3741182,3741592,"-",936915,"ywpF","BSU_36330","NP_391514.1",136,"conserved protein of unknown function"
"chromosome","NC_000964.3",3741732,3742040,"-",936904,"ywpE","BSU_36340","NP_391515.1",102,"putative sortase"
"chromosome","NC_000964.3",3742384,3743220,"-",936914,"ywpD","BSU_36350","NP_391516.1",278,"putative two-component sensor histidine kinase"
"chromosome","NC_000964.3",3743267,3743659,"-",936909,"mscL","BSU_36360","NP_391517.1",130,"large conductance mechanosensitive channel protein"
"chromosome","NC_000964.3",3743732,3744157,"-",936918,"fabZ","BSU_36370","NP_391518.2",141,"beta-hydroxyacyl"
"chromosome","NC_000964.3",3744349,3745413,"-",936919,"rapD","BSU_36380","NP_391519.1",354,"response regulator aspartate phosphatase"
"chromosome","NC_000964.3",3745436,3746245,"-",936913,"flhP","BSU_36390","NP_391520.2",269,"flagellar hook-basal body accessory protein"
"chromosome","NC_000964.3",3746279,3747091,"-",936927,"flhO","BSU_36400","NP_391521.1",270,"flagellar basal-body accessory rod protein"
"chromosome","NC_000964.3",3747254,3748255,"-",936916,"mbl","BSU_36410","NP_391522.2",333,"MreB-like morphogen"
"chromosome","NC_000964.3",3748421,3748702,"-",936917,"spoIIID","BSU_36420","NP_391523.1",93,"transcriptional regulator (stage III sporulation)"
"chromosome","NC_000964.3",3748717,3748827,"-",938188,"usd","BSU_36430","NP_391524.1",36,"putative factor required for translation of spoIIID"
"chromosome","NC_000964.3",3749052,3749465,"-",936923,"ywoH","BSU_36440","NP_391525.1",137,"putative transcriptional regulator (MarR family)"
"chromosome","NC_000964.3",3749487,3750677,"-",936928,"ywoG","BSU_36450","NP_391526.1",396,"putative efflux transporter"
"chromosome","NC_000964.3",3750768,3752174,"-",936925,"ywoF","BSU_36460","NP_391527.1",468,"putative pectin lyase"
"chromosome","NC_000964.3",3752280,3753752,"-",936935,"pucI","BSU_36470","NP_391528.1",490,"allantoin permease"
"chromosome","NC_000964.3",3753933,3755291,"-",938533,"ywoD","BSU_36480","NP_391529.1",452,"putative efflux transporter"
"chromosome","NC_000964.3",3755291,3755860,"-",936934,"ywoC","BSU_36490","NP_391530.2",189,"putative enzyme of isochorismatase family"
"chromosome","NC_000964.3",3756044,3756508,"-",936938,"ywoB","BSU_36500","NP_391531.1",154,"putative integral inner membrane protein"
"chromosome","NC_000964.3",3756790,3758004,"-",936933,"amtB","BSU_36510","NP_391532.1",404,"ammonium transporter"
"chromosome","NC_000964.3",3758016,3758366,"-",936937,"glnK","BSU_36520","NP_391533.1",116,"nitrogen-regulated PII-like regulator protein"
"chromosome","NC_000964.3",3758547,3759128,"-",936946,"bcrC","BSU_36530","NP_391534.1",193,"undecaprenyl pyrophosphate phosphatase (bacitracin resistance)"
"chromosome","NC_000964.3",3759169,3759591,"-",936936,"ywnJ","BSU_36540","NP_391535.1",140,"putative integral inner membrane protein"
"chromosome","NC_000964.3",3759702,3760553,"-",936951,"spoIIQ","BSU_36550","NP_391536.1",283,"forespore protein required for alternative engulfment"
"chromosome","NC_000964.3",3760694,3761185,"-",936956,"ywnH","BSU_36560","NP_391537.1",163,"putative aminoacid analogs (phosphinothricin) N-acetyltransferase"
"chromosome","NC_000964.3",3761182,3761700,"-",936941,"ywnG","BSU_36570","NP_391538.1",172,"putative integral inner membrane protein"
"chromosome","NC_000964.3",3761859,3761990,"-",37862969,,"BSU_36575","YP_009514007.1",43,"hypothetical protein BSU_36575"
